事業所番号,事業所名称,事業所電話番号,事業所FAX番号,事業所郵便番号,事業所所在地,法人名称,主たる対象者：重症心身障がい児,指定日,主たる事業所名,共生型指定,Unnamed: 11,Unnamed: 12,Unnamed: 13
2752700183,そらいろチョコちしま,06-6599-9771,06-6599-9145,551-0003,大阪府大阪市大正区千島三丁目１１番１３号　グリタビル５階,株式会社祥起,,2022/08/01,,,,,
2752700118,めだか千島団地,06-6556-9456,06-6556-9457,551-0003,大阪府大阪市大正区千島二丁目４番　千島団地３号棟１階,株式会社Ｏｎｅ’ｓ　Ｐｌａｃｅ,,2019/05/01,,,,,
2752700134,めだかＮＥＯ,06-6586-9237,06-6586-9239,551-0003,大阪府大阪市大正区千島二丁目２番２２号　パナソニックリフォームセンターＢ棟,株式会社Ｏｎｅ’ｓ　Ｐｌａｃｅ,,2021/06/01,,,,,
2752700100,ハッピーライフたいしょう,06-6551-1010,06-6551-1011,551-0012,大阪府大阪市大正区平尾四丁目２３番１１号　平和マンション１階,ハッピーライフ株式会社,,2018/06/01,,,,,
2752700035,チェリッシュ,06-7492-5807,06-7492-5807,551-0012,大阪府大阪市大正区平尾五丁目３番２２号　 ,株式会社Ｃｈｅｒｉｓｈ,,2014/12/01,,,,,
2752700050,ことり,06-6552-0668,06-6552-0686,551-0012,大阪府大阪市大正区平尾二丁目８番３号　 ,株式会社ことり,,2016/04/01,,,,,
2752700076,きぼうの虹,06-6599-8065,06-6599-8059,551-0012,大阪府大阪市大正区平尾三丁目１４番１４号１Ｆ　 ,株式会社ユニバーサルマネジメント,,2017/10/01,,,,,
2752700233,児童発達支援・放課後等デイサービス　ｉｐｐｏ,06-7891-3427,06-7891-3427,551-0012,大阪府大阪市大正区平尾五丁目１８番１３号　１階　 ,合同会社ハミングバード,,2024/01/01,,,,,
2752700126,かたぐるま　大正,06-6695-7375,06-6695-7376,551-0021,大阪府大阪市大正区南恩加島三丁目１８番１２号　 ,株式会社康ＹＡＳＵ,〇,2021/05/01,,,,,
2752700142,児童発達支援・放課後等デイサービス　ホープ,06-6552-6100,06-6556-6976,551-0023,大阪府大阪市大正区鶴町二丁目１１番４号　エルテール鶴町１０１,合同会社ＬＩＲＴ,,2021/06/01,,,,,
2752700027,わくわくエジソン　大正教室,06-4394-5202,06-4394-5303,551-0031,大阪府大阪市大正区泉尾三丁目７番１７号　西田ビル２０２号室,ユウビ・クリエイト　株式会社,,2014/11/01,,,,,
2752700175,エジソンＳＴＥＭラボ,06-7506-9188,06-7506-9187,551-0031,大阪府大阪市大正区泉尾一丁目２５番９号　１階,ユウビ・クリエイト　株式会社,,2022/06/01,,,,,
2752700167,ガッチャスマイルたいしょう,06-6553-0001,06-6553-0002,551-0031,大阪府大阪市大正区泉尾二丁目１４番７号　Ｋ－ＦＩＲＳＴビル２階,株式会社ＧＯＴＣＨＡ　ＳＭＩＬＥ,,2022/04/01,,,,,
2752700191,ずっと,06-6585-9519,06-6585-9545,551-0031,大阪府大阪市大正区泉尾二丁目１５番３号　サンコー第８ハイツ１０２号,株式会社オーエスジャパン,,2022/11/01,,,,,
2752700225,マードレ,06-4400-5654,06-4400-5614,551-0032,大阪府大阪市大正区北村一丁目１７番１１号　 ,株式会社ＫＧパブリック・ワークス,,2023/04/01,,,,,
2751720240,Ｇｒｅｅｎ　Ｆｅｅｌ　上本町,06-6796-8257,06-6796-8258,543-0001,大阪府大阪市天王寺区上本町七丁目３番７号　ハーティー上本町２０５号,一般社団法人セレンディピティ,,2019/09/01,,,,,
2751720034,ｂｏｎキッズ谷町,06-6765-5539,06-6765-5539,543-0001,大阪府大阪市天王寺区上本町三丁目５番２１号　小畑第２ビル４０３号室４０１号室,合同会社オフィスぼん,,2013/07/01,,,,,
2751720273,はぴステージ,06-4392-7260,06-4392-7261,543-0001,大阪府大阪市天王寺区上本町九丁目６番１２号　レジデンスウエストアロウ夕陽丘１０２号室,株式会社はぴねすと,,2020/04/01,,,,,
2751720364,ウキウキさくらんぼ,06-4302-4833,06-6772-7825,543-0001,大阪府大阪市天王寺区上本町八丁目７番８号　５階　 ,株式会社ムッシュ,,2021/02/01,,,,,
2751720372,ＭｙＳｔｅｐジュニア　谷六教室,06-6773-9485,06-6773-9486,543-0001,大阪府大阪市天王寺区上本町一丁目１番１号　ヤブモトビル２０Ｎ号室,株式会社ＭｙＳｔｅｐ,,2021/03/01,,,,,
2751720505,そらの木学園　谷六教室,06-4303-3422,06-4303-3466,543-0001,大阪府大阪市天王寺区上本町三丁目３番７号　上本町延三ビル３Ｆ,株式会社そらの木,,2023/04/01,,,,,
2751720224,テトラｃｏｃｏ　Ｙｏｕ,06-6762-4150,06-6762-4151,543-0001,大阪府大阪市天王寺区上本町五丁目７番１８号　６階,一般社団法人テトラｃｏｃｏ,,2019/05/01,,,,,
2759400167,ｓｕｂａｃｏ　ｓｐｅｅｃｈ,06-6777-3835,06-6777-3834,543-0002,大阪府大阪市天王寺区上汐三丁目５番２４号　上汐泉本ビル２０１号室,株式会社スバコ・ケア・エンジニアリング,,2017/08/01,,,,,
2751720497,Ａｍｅｌｉａ,06-6710-4841,06-6710-4843,543-0002,大阪府大阪市天王寺区上汐三丁目８番４号　プラスビル１１４．１１５号,株式会社Ｔ’Ｓコーポレーション,,2023/02/01,,,,,
2751720257,こどものえきＨＯＭＡＲＥ,06-6762-7703,06-6762-7708,543-0012,大阪府大阪市天王寺区空堀町１５番２１号　 ,合同会社柚の葉,,2019/11/01,,,,,
2751720331,こどものえきＨＯＭＡＲＥ　さくら,06-6762-7703,06-6762-7708,543-0012,大阪府大阪市天王寺区空堀町１５番２１号　 ,合同会社柚の葉,,2021/01/01,,,,,
2751720141,児童デイサービス　ハピネス,06-6767-0605,06-6767-0605,543-0013,大阪府大阪市天王寺区玉造本町６番１７号　末広ハイツ真田山１階１０１号室,株式会社ボヌール,,2016/06/01,,,,,
2751520608,なないろキッズ,06-6977-8816,06-6977-0294,543-0014,大阪府大阪市天王寺区玉造元町１０番２２号　 ,株式会社ＲａｎｄＴ,,2023/10/01,,,,,
2751720349,ミライエきっず真田山,06-6710-4198,06-6710-4199,543-0016,大阪府大阪市天王寺区餌差町２番２４号　ナカニシ美術ビル２０１号室,株式会社クオリード,,2021/01/01,,,,,
2751720174,あけぼの園,06-6777-6963,06-6777-6963,543-0017,大阪府大阪市天王寺区城南寺町２番２１号　河野ビル２０２号,株式会社ポシビリティ,,2017/05/01,,,,,
2751720299,フォレスト,06-6761-1166,06-6761-3697,543-0017,大阪府大阪市天王寺区城南寺町５番３５号　ＨＮビル,学校法人岡崎学園,,2020/04/01,,,,,
2751720547,エミット上本町,06-6684-8587,06-6537-1597,543-0021,大阪府大阪市天王寺区東高津町１番９号　 ,株式会社ＫＳパートナーズ,,2024/04/01,,,,,
2751720448,２．Ｍｉｒａｃｌｅｓ,06-4305-7895,06-4305-7894,543-0028,大阪府大阪市天王寺区小橋町１３番５号　小橋ＴＳＣ財法ビルⅣ７０２,株式会社Ｋｉｄｓ　Ｌａｂｏ１２３,,2022/03/01,,,,,
2751720406,児童発達支援・放課後等デイサービス　ソレイユ,06-6771-2611,06-6771-2633,543-0031,大阪府大阪市天王寺区石ケ辻町２番８号　１０１号室,合同会社ソレイユ,,2021/07/01,,,,,
2751720091,ｗｅｌｆａｒｅ天王寺堂ヶ芝,06-6770-3150,06-6770-3150,543-0033,大阪府大阪市天王寺区堂ケ芝一丁目４番１７号　ヴォーヌング堂ヶ芝１０１号室,株式会社エースタイル,,2015/03/01,,,,,
2751720323,のぞみん,06-6710-4065,06-6710-4067,543-0033,大阪府大阪市天王寺区堂ケ芝二丁目１２番５－１０４号　 ,合同会社サインポスト,,2020/11/01,,,,,
2751720216,おおきな木　真法院町,06-6718-4888,06-6718-4879,543-0041,大阪府大阪市天王寺区真法院町１７番２４号　真法院ビル３Ｆ,株式会社クオレ,,2019/01/01,,,,,
2751720398,アフタースクール　スマイルステーション,06-6771-5800,06-6771-5805,543-0041,大阪府大阪市天王寺区真法院町１７番２４号　 ,株式会社ウイズユースマイル,,2021/04/01,,,,,
2751720307,児童発達支援・放課後等デイサービス　ゆうしん,06-6779-8283,06-6796-7212,543-0044,大阪府大阪市天王寺区国分町４－１　松浦ビル３０１,合同会社ともいき,,2020/05/01,,,,,
2751720471,ＴＡＫＵＭＩ天王寺,06-4392-7162,06-4392-7163,543-0044,大阪府大阪市天王寺区国分町１９番４号　寺田町クリニックビル　３階Ｆ,イニシアス株式会社,,2022/12/01,,,,,
2751720356,児童発達支援　放課後等デイサービス　Ｂｅｒｒｙ　ｌａｎｇｕａｇｅ　ａｃａｄｅｍｙ,06-6711-0530,06-6711-0531,543-0051,大阪府大阪市天王寺区四天王寺一丁目１２番２４号　福並ビル１階・２階,一般社団法人ＣＤＯ,,2021/02/01,,,,,
2751720414,児童発達支援　放課後等デイサービス　Ｂｅｒｒｙ　Ｊｏｉｎ,06-6771-5665,06-6711-0531,543-0052,大阪府大阪市天王寺区大道四丁目９番４号　エスタピア寺田町１階,一般社団法人ＣＤＯ,,2021/08/01,,,,,
2751720125,大阪ＹＭＣＡサポートキッズ,06-6779-8361,06-6779-8302,543-0054,大阪府大阪市天王寺区南河堀町９番５２号　 ,公益財団法人大阪ＹＭＣＡ,,2023/05/01,,,,,
2751720158,芸術の未来塾,06-6777-9670,06-6777-9680,543-0062,大阪府大阪市天王寺区逢阪二丁目１番２号　天王寺漢方ビル３階,特定非営利活動法人　ｍａ－ｍａ,,2016/12/01,,,,,
2751720026,ｓｕｂａｃｏ,06-6777-3835,06-6777-3834,543-0071,大阪府大阪市天王寺区生玉町１１番２８号　コレカ日本橋ビル７階,株式会社スバコ・ケア・エンジニアリング,,2012/11/01,,,,,
2751720042,ｓｕｂａｃｏ　ｓｔｕｄｙ,06-6777-3835,06-6777-3834,543-0071,大阪府大阪市天王寺区生玉町１１番２９号　朝日プラザ高津Ⅰオフィスプラザ２０１号室,株式会社スバコ・ケア・エンジニアリング,,2013/12/01,,,,,
2759400043,児童デイサービス　チットチャット・スポーツ塾　２号店,06-6777-7521,06-6777-7529,543-0071,大阪府大阪市天王寺区生玉町２番３号　小出ビル１０８号室,株式会社　チットチャット,,2013/05/01,,,,,
2751720182,ジョイハウス,06-6776-9095,06-6776-9096,543-0071,大阪府大阪市天王寺区生玉町２番３号　小出ビル１０１号室,株式会社オー・ワイ,,2018/03/01,,,,,
2751720521,放課後ｇｒｏｗのおと　谷町教室,06-6796-8961,06-6796-8964,543-0071,大阪府大阪市天王寺区生玉町２番１０号　戎フルール谷九１Ｆ,株式会社Ｇｒｏｗｎｏｔｅ,,2023/07/01,,,,,
2751720117,ｓｕｂａｃｏ　ｓｗｉｔｃｈ,06-6777-3835,06-6777-3834,543-0072,大阪府大阪市天王寺区生玉前町１番２６号　情報センタービル２０１号,株式会社スバコ・ケア・エンジニアリング,,2015/08/01,,,,,
2751720075,テトラｃｏｃｏアニー谷町,06-4305-4150,06-4305-4152,543-0072,大阪府大阪市天王寺区生玉前町１番１７号　イトーピア谷町ビル１０階,一般社団法人テトラｃｏｃｏ,,2015/02/01,,,,,
2751720018,児童デイサービスアップル,06-6772-8377,06-6772-8380,543-0073,大阪府大阪市天王寺区生玉寺町４番３５号　 ,合同会社　アリスタッチ,,2012/04/01,,,,,
2751720489,児童発達支援・放課後等デイサービス　スマイル　夕陽丘店,06-6779-7806,06-6779-7807,543-0074,大阪府大阪市天王寺区六万体町１番５号　エーリ夕陽丘１階,株式会社Ｓｍｉｌｅ　Ｇｒｏｕｐ,,2023/01/01,,,,,
2754320089,児童発達支援・放課後等デイサービス　バディ,06-6599-8322,06-6599-8322,556-0001,大阪府大阪市浪速区下寺二丁目４番１３号　 ,合同会社Ｍｅｄｉｃａｌ　Ａｃｕ,,2015/03/01,,,,,
2754320311,進路・就労準備型放課後等デイサービス　ＯＤＥＮ,06-6616-9625,06-6616-9710,556-0001,大阪府大阪市浪速区下寺三丁目３番１２号　 ,株式会社シンキングステッキ,,2024/04/01,,,,,
2754320147,オハナピース大阪日本橋,06-6684-9212,06-6684-9213,556-0005,大阪府大阪市浪速区日本橋五丁目１３番３号　川北ビル７階,株式会社アロハホールディングス,,2020/08/01,,,,,
2754320287,オハナピース恵美須町,06-6556-9893,06-6556-9894,556-0005,大阪府大阪市浪速区日本橋五丁目１２番９号　 ,株式会社アロハホールディングス,,2023/06/01,,,,,
2754320337,ＯＮＥ　ＤＡＹ　日本橋,06-6556-6961,06-6556-6964,556-0006,大阪府大阪市浪速区日本橋東一丁目１番１１号　 ,アットスマイル株式会社,〇,2024/05/01,,,,,
2754320303,児童発達支援・放課後等デイサービス　フリールーム新今宮,06-7410-8920,06-7410-8920,556-0013,大阪府大阪市浪速区戎本町二丁目４番３号　プライムハイツ１０５号,株式会社サイドゲレンデ,,2023/11/01,,,,,
2754320055,ＩＬＩＳ　ＣＬＵＢ　浪速,06-6630-6117,06-6630-6118,556-0014,大阪府大阪市浪速区大国二丁目１２番１８号　１階,株式会社アイリス,,2013/08/01,,,,,
2754320188,放課後等デイサービス　Ｆｕｎ　Ｆｕｎ,06-7220-6450,06-7220-6450,556-0014,大阪府大阪市浪速区大国一丁目３番２号　ジョイ歯科クリニックビル２Ｆ,株式会社Ｆｕｎ　Ｐｌａｃｅ,,2021/04/01,,,,,
2754320238,えがお　浪速区店,06-6633-6611,06-6633-6621,556-0014,大阪府大阪市浪速区大国三丁目９番１７号　グランデＳＨⅡ１階,特定非営利活動法人みらい,,2022/08/01,,,,,
2754320162,レオ放課後等デイサービス,06-6585-9117,06-6585-9267,556-0015,大阪府大阪市浪速区敷津西二丁目１２番２号　メゾンアクティ１０１号,株式会社レオ,,2021/01/01,,,,,
2754320212,えにし,06-6563-9195,06-6563-9196,556-0015,大阪府大阪市浪速区敷津西二丁目１番２６号　タイホウハイツ敷津３番館１階,株式会社たすき,,2022/08/01,,,,,
2754320063,放課後等デイサービスあおぞら難波,06-6536-3060,06-6536-3070,556-0016,大阪府大阪市浪速区元町三丁目８番３号　グランピア聖涼園１０Ａ,サクセスサポート株式会社,,2015/03/01,,,,,
2754320170,ｎａｒｅｌｕなんば,06-6575-9577,06-6575-9587,556-0016,大阪府大阪市浪速区元町一丁目７番２４－３階　 ,株式会社オーシャンサービス,,2021/03/01,,,,,
2754320220,児童発達支援・放課後等デイサービス　フリースタイル難波元町,06-7652-0688,06-7652-0688,556-0016,大阪府大阪市浪速区元町三丁目３番２０号　堀賢ビル２階,株式会社サイドゲレンデ,,2022/08/01,,,,,
2754320113,ワンスタット桜川,06-6626-9722,06-7635-7972,556-0022,大阪府大阪市浪速区桜川四丁目４番１０号　ニューグランドビル１階,ワンスタット株式会社,,2019/05/01,,,,,
2754320279,アイビー,06-6760-4212,06-6760-4211,556-0022,大阪府大阪市浪速区桜川四丁目４番１０号　ニューグランドビル２Ｆ,株式会社Ｔ’Ｓコーポレーション,,2023/04/01,,,,,
2754320139,はち,06-6630-8288,06-6630-8289,556-0023,大阪府大阪市浪速区稲荷一丁目５番４１号　港町ビル２階　２０１号室,株式会社たすき,,2020/07/01,,,,,
2754320097,アトムなにわ放課後等デイサービス,06-6563-9666,06-6563-9667,556-0024,大阪府大阪市浪速区塩草三丁目１０番１７号　竹村ビル２階,株式会社アトムケアサポート,,2015/03/01,,,,,
2754320253,アトム,06-6599-9369,06-6599-9369,556-0024,大阪府大阪市浪速区塩草三丁目１０番１７号　竹村ビル２階,株式会社アシスト,,2022/11/01,,,,,
2754320295,アトム　塩草教室,06-7890-0328,06-7890-0328,556-0024,大阪府大阪市浪速区塩草三丁目９番１３号　１階,株式会社アシスト,,2023/09/01,,,,,
2754320261,きりんのあくび　ｋｉｄｓ　なんば,06-4395-5805,06-4395-5805,556-0025,大阪府大阪市浪速区浪速東三丁目１２番１８号　 ,ＭＯＴＩＯＮ　ＰＬＵＳ株式会社,,2022/11/01,,,,,
2754320014,社会福祉法人スワンなにわ　ゆめっち,06-6568-3311,06-6568-3294,556-0026,大阪府大阪市浪速区浪速西二丁目１１番６号　 ,社会福祉法人　スワンなにわ,,2012/04/01,,,,,
2751020096,放課後等デイサービス　ＣＯＬＯＲＳ　西淀川,06-6471-0294,06-6471-2555,555-0001,大阪府大阪市西淀川区佃一丁目２６番１－１０２号　 ,一般社団法人ＨＯＨＯＥＭＩ　ＰＬＵＳ　ＯＮＥ,,2016/03/01,,,,,
2751020112,なちゅらる教室,06-6476-3710,06-6476-3711,555-0011,大阪府大阪市西淀川区竹島三丁目３番３３号　カーサグランデ竹島１階,株式会社タケシタ,,2016/12/01,,,,,
2751020187,ＣＬＡＮ西淀川,06-6477-5600,06-6477-5610,555-0011,大阪府大阪市西淀川区竹島五丁目１番７号　 ,株式会社ＣＬＡＮ,〇,2020/01/01,,,,,
2751020351,児童発達支援・放課後等デイサービス育　御幣島教室,06-6829-7707,06-6829-7707,555-0012,大阪府大阪市西淀川区御幣島一丁目１番８号　カワバタビル１Ｆ,有限会社秀英,,2024/12/01,,,,,
2751020294,こんぺいとう,06-6755-9537,06-6755-9537,555-0012,大阪府大阪市西淀川区御幣島六丁目１１番４６号　御幣島グリーンマンション１１２,あい・にしよどがわ株式会社,,2024/05/01,,,,,
2751020088,さんさんくらぶ,06-7174-3656,06-7174-3656,555-0012,大阪府大阪市西淀川区御幣島六丁目１１番４６－１０７．１０８号　 ,ＮＰＯ法人おひさま,,2015/10/01,,,,,
2751020344,学舎　Ｐ＆Ａ　第二教室,06-6475-7000,06-6475-7001,555-0013,大阪府大阪市西淀川区千舟二丁目４番１１号　チェリービルⅡ　３－Ｂ,株式会社ＭｉＹａＶｉ,,2024/11/01,,,,,
2751020039,児童デイサービスたんぽぽ,06-6477-3834,06-6477-3834,555-0013,大阪府大阪市西淀川区千舟三丁目９番３１号　 ,特定非営利活動法人　西淀川発達支援センターたんぽぽ,,2012/04/01,,,,,
2751020062,児童デイサービスなのはな,06-6477-3602,06-6477-3602,555-0013,大阪府大阪市西淀川区千舟三丁目９番１６号　 ,特定非営利活動法人　西淀川発達支援センターたんぽぽ,,2013/07/01,,,,,
2751020310,ＬＯＡ・そーる,06-6711-4534,06-6711-4535,555-0021,大阪府大阪市西淀川区歌島二丁目２番１２号　２階,株式会社ＡｏＩ,,2024/07/01,,,,,
2751020161,エスポワール西淀川,06-6473-7750,06-6473-7751,555-0022,大阪府大阪市西淀川区柏里二丁目２番７号　亀山ハイツ１階,合同会社エスポワール,〇,2019/09/01,,,,,
2751020047,放課後等デイサービス・スマイル西淀,06-6477-2710,06-6476-9259,555-0024,大阪府大阪市西淀川区野里二丁目２番４号　若葉野里ビル３Ｆ,株式会社藤コーポレーション,,2013/04/01,,,,,
2751020252,みぃすけっと,06-6477-0557,06-6477-0558,555-0024,大阪府大阪市西淀川区野里一丁目３０番２１号　メゾン白百合１０１号室,株式会社ＷｏｎｄｅｒＷａｌｌ,〇,2023/05/01,,,,,
2751020013,西淀川発達支援センターたんぽぽ,06-6477-4939,06-6477-4939,555-0024,大阪府大阪市西淀川区野里三丁目６番１２号　 ,特定非営利活動法人　西淀川発達支援センターたんぽぽ,,2012/04/01,,,,,
2751020336,児童発達支援・放課後等デイサービス　いろは,06-6300-7607,06-6300-7603,555-0025,大阪府大阪市西淀川区姫里二丁目１番６号　ＪＰ姫里レジデンス１階,世界笑顔株式会社,〇,2024/11/01,,,,,
2751020328,児童発達支援　放課後等デイサービスＣｏｌｏｒｆｕｌ　Ｋｉｄｓ　Ｓｅｃｏｎｄ,06-6450-8107, ,555-0025,大阪府大阪市西淀川区姫里二丁目１０番４号　ＲＯＹＡＬ　ＢＬＤＧ　２Ｆ,カラフルキッズ株式会社,,2024/09/01,,,,,
2751020286,デイサービスばじる,06-6755-9660,06-6755-9661,555-0031,大阪府大阪市西淀川区出来島一丁目１０番１０号　エスペランサ出来島１階,特定非営利活動法人くるる,,2023/11/01,,○,,,
2751020245,ｋｉｄｓ　ｏｎｅ,06-6732-9727,06-6732-9728,555-0032,大阪府大阪市西淀川区大和田三丁目３番９号　 ,株式会社すてっぷばいすてっぷ,,2023/02/01,,,,,
2751020302,ＯＺデイにしよど,090-5925-1095, ,555-0032,大阪府大阪市西淀川区大和田五丁目１番４号　 ,サービス合同会社,〇,2024/06/01,,,,,
2751000015,姫島こども園,06-6472-6001,06-6472-6002,555-0033,大阪府大阪市西淀川区姫島六丁目３番３３号　 ,社会福祉法人　水仙福祉会,,2015/05/01,,,,,
2751020260,放課後等デイサービスＭａｙＭａｙ姫島,090-3929-3715,06-6390-3717,555-0033,大阪府大阪市西淀川区姫島五丁目２番２号　姫島ローズハイツⅠ　１階,特定非営利活動法人ちゃいるどりいむ,〇,2023/06/01,,,,,
2751020229,Ｐｌｕｓ＋ｄａｙｓ西淀川大野校,06-6795-9562,06-6795-9563,555-0043,大阪府大阪市西淀川区大野三丁目１番２１号　 ,ＮＯＶＡホールディングス株式会社,,2022/11/01,,,,,
2759120450,就労準備型放課後デイサービス　Ｂｅ　Ｓｍｉｌｅ　Ｍａｓｔｅｒｓ,06-6152-9470,06-6152-9471,532-0002,大阪府大阪市淀川区東三国一丁目３２番９号　　アルシュ２４０　６０１,一般社団法人サンプレイス,,2020/09/01,,,,,
2759120120,児童発達支援・放課後デイサービス　アリス,06-6396-8488,06-6396-8489,532-0002,大阪府大阪市淀川区東三国一丁目５番２３号　 ,アリス株式会社,,2016/03/01,,,,,
2759120468,児童発達支援・放課後デイサービス　アリスキッズ,06-6335-4202,06-6335-4203,532-0002,大阪府大阪市淀川区東三国三丁目１番２１号　 ,アリス株式会社,,2020/09/01,,,,,
2759120146,ハッピーテラス東三国教室,06-6396-7778,06-6396-7787,532-0002,大阪府大阪市淀川区東三国四丁目４番１１号　東明ビル５階,株式会社アイルビー,,2016/09/01,,,,,
2759120849,放課後等デイサービスＨＡＲＵ淀川,06-6676-7712,06-6676-7725,532-0002,大阪府大阪市淀川区東三国二丁目３４番５号　コーケンビル西館７０２号室,株式会社シーシー,,2024/10/01,,,,,
2759120633,Ｏｎｅ　ｓｔｅｐ　ｓｍｉｌｅ　東三国教室,06-6152-7533,06-6152-7534,532-0002,大阪府大阪市淀川区東三国三丁目１番６号　メゾンサクラ１１期　南棟１０１号室,株式会社ゴール,,2022/04/01,,,,,
2759120690,ファイブスター,06-6836-9857,06-6836-9858,532-0002,大阪府大阪市淀川区東三国二丁目３４番４号　コーケンビル７０１,株式会社フォースタープラス,,2023/02/01,,,,,
2759120757,こぱんはうすさくら東三国教室,06-7896-7805,06-7173-1827,532-0002,大阪府大阪市淀川区東三国二丁目３１番１７号２Ｆ　 ,株式会社ネオジーマ,,2024/01/01,,,,,
2759120773,ＭＩＫＫＥ　ＨＯＵＳＥ,06-6398-9921,06-6398-9927,532-0002,大阪府大阪市淀川区東三国四丁目５番１１号　１・２階　 ,株式会社ｗａｋｏｋｕ,,2024/03/01,,,,,
2759120864,児童発達支援・放課後等デイサービス　フロル　東三国,06-6335-4667,06-6335-4667,532-0002,大阪府大阪市淀川区東三国一丁目３３番２０号　 ,クレセア株式会社,,2024/12/01,,,,,
2759120096,きっずでいぽこぽ,06-6151-9367,06-6151-9367,532-0002,大阪府大阪市淀川区東三国六丁目１番４１－２０８号　 ,ＮＰＯ法人ぽこぽらんど,,2015/09/01,,,,,
2759120807,放課後等デイサービス　ゆのっこ,06-6836-9161,06-6195-2346,532-0003,大阪府大阪市淀川区宮原二丁目９番１号　アネックス新大阪１階,株式会社癒の道グループ,,2024/08/01,,,,,
2759120716,Ｃｒｅｗ,06-6398-7157,06-6398-7167,532-0003,大阪府大阪市淀川区宮原一丁目１６番２８－１０４号　 ,合同会社ＲＥＳＴＡＲＴ,,2023/05/01,,,,,
2759120138,放課後等デイサービス　コンパス,06-4866-6813,06-4866-6816,532-0004,大阪府大阪市淀川区西宮原一丁目７番４５号　ラグーン新大阪シティライフＩ．２０２号室,株式会社和,,2016/05/01,,,,,
2759120443,リバー能力センター,06-6335-4356,06-6335-4357,532-0005,大阪府大阪市淀川区三国本町二丁目１９番１３号　 ,株式会社リバーウッド,,2020/07/01,,,,,
2759120534,児童発達支援・放課後等デイサービスフロル三国本町,06-6394-2235,06-6394-2235,532-0005,大阪府大阪市淀川区三国本町三丁目２７番３号　 ,株式会社グッドライフ,,2021/04/01,,,,,
2759120575,児童発達支援・放課後等デイサービスフロル西三国,06-6392-6806,06-6392-6806,532-0005,大阪府大阪市淀川区三国本町三丁目２７番３号　 ,株式会社グッドライフ,,2021/08/01,,,,,
2759120641,個別療育専門フロルｓｔｕｄｙ三国本町教室,06-6392-0399,06-6392-0399,532-0005,大阪府大阪市淀川区三国本町二丁目３番２７号　 ,株式会社グッドライフ,,2022/05/01,,,,,
2759120609,児童発達支援・放課後等デイサービス育三国教室,06-4867-3330,06-4867-3330,532-0005,大阪府大阪市淀川区三国本町二丁目１６番１４号　 ,有限会社秀英,,2022/03/01,,,,,
2759120153,リバーサポートセンター,06-6396-6677,06-6396-6699,532-0006,大阪府大阪市淀川区西三国四丁目１０番１１号２Ｆ　 ,株式会社リバーウッド,,2016/09/01,,,,,
2759120310,リバー学習センター,06-6395-7728,06-6395-7738,532-0006,大阪府大阪市淀川区西三国四丁目１番１－１０２号　 ,株式会社リバーウッド,,2019/02/01,,,,,
2753020128,スマートキッズプラス新大阪南,06-6195-9881,06-6195-9882,532-0011,大阪府大阪市淀川区西中島六丁目７番１２号　アーバンビル３階,スマートキッズ株式会社,,2014/09/01,,,,,
2759120542,児童発達支援・放課後等デイサービスフロル新大阪,06-6885-3023,06-6885-3023,532-0011,大阪府大阪市淀川区西中島三丁目６番１４号　 ,株式会社グッドライフ,,2021/05/01,,,,,
2759120831,コペルプラス　新大阪教室,06-6304-7666,06-6304-7667,532-0011,大阪府大阪市淀川区西中島七丁目１番８号　ウインビル７階,株式会社クラ・ゼミ,,2024/09/01,,,,,
2759120799,放課後等デイサービスＭａｍｉｅ,06-6885-4141,06-7739-5360,532-0011,大阪府大阪市淀川区西中島四丁目１３番６号　４階,合同会社ＡＥＭＩ,,2024/07/01,,,,,
2759120229,ばうむくうへん,06-6829-6387,06-6829-6387,532-0011,大阪府大阪市淀川区西中島三丁目５番１２号　新大阪浪速ビル１０１号室,ＮＰＯ法人　規公会,,2017/08/01,,,,,
2759120351,Ｏｖｅｒ　Ｔｈｅ　Ｒａｉｎｂｏｗ,06-6390-5315,06-6390-5318,532-0011,大阪府大阪市淀川区西中島七丁目１３番１０号　日産設計ビル１階,ＮＰＯ法人Ｏｖｅｒ　Ｔｈｅ　Ｒａｉｎｂｏｗ,,2019/06/01,,○,,,
2759120724,ぷらすおん,06-7777-5525,06-7777-5526,532-0012,大阪府大阪市淀川区木川東四丁目１４番１０号　パークロッジ１０３号室,株式会社ベストグロー,,2023/06/01,,,,,
2759120013,児童デイサービスセンターａｎ,06-4862-5454,06-4862-5466,532-0023,大阪府大阪市淀川区十三東一丁目１番６号　 ,社会福祉法人　北摂杉の子会,,2012/04/01,,,,,
2759120377,ハッピーテラス十三教室,06-6732-9595,06-6732-9590,532-0023,大阪府大阪市淀川区十三東四丁目２番１５号　十三アルヴィータビル２０１,株式会社アイルビー,,2019/11/01,,,,,
2759120658,ハッピーテラス十三駅前教室,06-6304-5151,06-6304-5152,532-0023,大阪府大阪市淀川区十三東三丁目２５番２号　レガーロ十三東駅前ビル１階・２階,株式会社アイルビー,,2022/07/01,,,,,
2759120187,ＴＲＥＸ,06-6306-6002,06-6306-6003,532-0023,大阪府大阪市淀川区十三東一丁目１７番１３号　水交ビル３０１号室,合同会社ａｒｕｋｕ,,2017/03/01,,,,,
